,name,features,mse_tot,mse_first,kernel,degree,inv_generalization,path
216,2020-12-09 04_26_51,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",17396575.002376948,4907267.454778889,sigmoid,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_51
246,2020-12-09 04_29_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",18995718.510281403,56021110.99567687,sigmoid,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_29_21
270,2020-12-09 04_31_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",18995718.510281403,56021110.99567687,sigmoid,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_31_21
198,2020-12-09 04_25_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",18995718.510281403,56021110.99567687,sigmoid,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_25_21
222,2020-12-09 04_27_22,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",18995718.510281403,56021110.99567687,sigmoid,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_27_22
245,2020-12-09 04_29_16,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",25451092.013313934,680989.0776047857,sigmoid,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_29_16
269,2020-12-09 04_31_16,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",25451092.013313934,680989.0776047857,sigmoid,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_31_16
197,2020-12-09 04_25_16,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",25451092.013313934,680989.0776047857,sigmoid,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_25_16
221,2020-12-09 04_27_17,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",25451092.013313934,680989.0776047857,sigmoid,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_27_17
279,2020-12-09 04_32_05,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",25838472.237320762,55956453.5345574,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_05
231,2020-12-09 04_28_06,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",25838472.237320762,55956453.5345574,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_06
255,2020-12-09 04_30_06,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",25838472.237320762,55956453.5345574,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_06
207,2020-12-09 04_26_06,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",25838472.237320762,55956453.5345574,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_06
215,2020-12-09 04_26_46,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",26250081.47762688,33794405.54658276,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_46
263,2020-12-09 04_30_45,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",26250081.47762688,33794405.54658276,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_45
239,2020-12-09 04_28_45,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",26250081.47762688,33794405.54658276,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_45
287,2020-12-09 04_32_43,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",26250081.47762688,33794405.54658276,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_43
238,2020-12-09 04_28_40,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",30489269.306743655,37268290.73769069,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_40
262,2020-12-09 04_30_40,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",30489269.306743655,37268290.73769069,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_40
214,2020-12-09 04_26_41,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",30489269.306743655,37268290.73769069,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_41
286,2020-12-09 04_32_39,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",30489269.306743655,37268290.73769069,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_39
211,2020-12-09 04_26_26,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",35139881.86061518,48518119.82896212,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_26
235,2020-12-09 04_28_26,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",35139881.86061518,48518119.82896212,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_26
259,2020-12-09 04_30_26,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",35139881.86061518,48518119.82896212,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_26
283,2020-12-09 04_32_24,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",35139881.86061518,48518119.82896212,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_24
237,2020-12-09 04_28_36,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",42648718.70910177,208689579.87813658,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_36
261,2020-12-09 04_30_36,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",42648718.70910177,208689579.87813658,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_36
285,2020-12-09 04_32_34,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",42648718.70910177,208689579.87813658,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_34
213,2020-12-09 04_26_36,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",42648718.70910177,208689579.87813658,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_36
280,2020-12-09 04_32_10,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",45651937.03705871,35410828.72788114,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_10
208,2020-12-09 04_26_11,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",45651937.03705871,35410828.72788114,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_11
232,2020-12-09 04_28_11,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",45651937.03705871,35410828.72788114,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_11
256,2020-12-09 04_30_11,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",45651937.03705871,35410828.72788114,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_11
229,2020-12-09 04_27_56,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",56481372.5636393,360258253.120786,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_27_56
277,2020-12-09 04_31_55,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",56481372.5636393,360258253.120786,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_31_55
253,2020-12-09 04_29_56,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",56481372.5636393,360258253.120786,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_29_56
205,2020-12-09 04_25_55,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",56481372.5636393,360258253.120786,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_25_55
254,2020-12-09 04_30_00,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",56637478.6428042,2275792.865992436,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_00
230,2020-12-09 04_28_00,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",56637478.6428042,2275792.865992436,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_00
278,2020-12-09 04_31_59,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",56637478.6428042,2275792.865992436,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_31_59
206,2020-12-09 04_26_00,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",56637478.6428042,2275792.865992436,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_00
236,2020-12-09 04_28_31,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",63740598.647750884,9876049.24071518,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_31
284,2020-12-09 04_32_29,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",63740598.647750884,9876049.24071518,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_29
212,2020-12-09 04_26_31,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",63740598.647750884,9876049.24071518,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_31
260,2020-12-09 04_30_31,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",63740598.647750884,9876049.24071518,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_31
228,2020-12-09 04_27_51,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",74472736.33090647,20257487.65713717,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_27_51
276,2020-12-09 04_31_50,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",74472736.33090647,20257487.65713717,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_31_50
204,2020-12-09 04_25_50,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",74472736.33090647,20257487.65713717,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_25_50
252,2020-12-09 04_29_50,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",74472736.33090647,20257487.65713717,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_29_50
258,2020-12-09 04_30_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",76715475.17920952,222501393.19805253,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_21
234,2020-12-09 04_28_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",76715475.17920952,222501393.19805253,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_21
210,2020-12-09 04_26_22,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",76715475.17920952,222501393.19805253,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_22
282,2020-12-09 04_32_20,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",76715475.17920952,222501393.19805253,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_20
257,2020-12-09 04_30_16,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",114843475.29058672,3053277.9595863023,sigmoid,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_30_16
233,2020-12-09 04_28_16,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",114843475.29058672,3053277.9595863023,sigmoid,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_28_16
281,2020-12-09 04_32_15,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",114843475.29058672,3053277.9595863023,sigmoid,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_32_15
209,2020-12-09 04_26_17,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",114843475.29058672,3053277.9595863023,sigmoid,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_26_17
