,index,Date et heure de comptage,Débit horaire,Taux d'occupation,Etat trafic,Libelle noeud amont,Libelle noeud aval,date,weekday,weekofyear,month,year,time,temp,dwpt,rhum,tavg,tmin,tmax,pres,mean_taux_occupation_past_week,taux_occupation_past_week,mean_debit_horaire_past_week,debit_horaire_past_week,taux_occupation_sae,retail_and_recreation_percent_change_from_baseline,confin_0,confin_1,confin_2,couvrefeu,ferie
0,6965,2019-11-14 04:00:00+01:00,295.0,3.20167,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,04:00:00,5.1,4.2,94.0,5.6,4.6,6.5,997.9,15.83563589285714,5.8983300000000005,837.2232142857143,298.0,12.289108910891109,96.0,1,0,0,0,0
1,7452,2019-11-14 05:00:00+01:00,282.0,3.27389,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,05:00:00,5.3,4.3,93.0,5.6,4.6,6.5,997.9,15.809154464285712,2.29278,835.6160714285714,260.0,12.289108910891109,96.0,1,0,0,0,0
2,6966,2019-11-14 06:00:00+01:00,450.0,5.28222,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,06:00:00,5.5,3.3,86.0,5.6,4.6,6.5,997.9,15.828469940476188,6.15222,835.0446428571429,430.0,12.289108910891109,96.0,1,0,0,0,0
3,6967,2019-11-14 07:00:00+01:00,793.0,9.07722,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,07:00:00,5.2,3.4,88.0,5.6,4.6,6.5,997.9,15.854842321428567,7.032780000000001,836.5089285714286,692.0,12.289108910891109,96.0,1,0,0,0,0
4,6968,2019-11-14 08:00:00+01:00,1018.0,15.51111,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,08:00:00,5.2,3.5,89.0,5.6,4.6,6.5,997.9,15.900354880952378,12.87889,839.6220238095239,1128.0,12.289108910891109,96.0,1,0,0,0,0
5,6969,2019-11-14 09:00:00+01:00,1214.0,34.76334,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,09:00:00,5.4,2.9,84.0,5.6,4.6,6.5,997.9,15.96062601190476,15.337779999999999,844.1636904761905,1264.0,12.289108910891109,96.0,1,0,0,0,0
6,7453,2019-11-14 10:00:00+01:00,1094.0,25.52833,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,10:00:00,5.5,2.0,78.0,5.6,4.6,6.5,997.9,16.025874047619045,17.453329999999998,848.3005952380952,1191.0,12.289108910891109,96.0,1,0,0,0,0
7,6970,2019-11-14 11:00:00+01:00,1004.0,31.605559999999997,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,11:00:00,5.9,1.2,72.0,5.6,4.6,6.5,997.9,16.05624113095238,33.528890000000004,850.5029761904761,1049.0,12.289108910891109,96.0,1,0,0,0,0
8,6971,2019-11-14 12:00:00+01:00,980.0,22.191670000000002,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,12:00:00,6.4,1.5,71.0,5.6,4.6,6.5,997.9,16.123221964285715,23.651670000000003,851.6636904761905,1164.0,12.289108910891109,96.0,1,0,0,0,0
9,6972,2019-11-14 13:00:00+01:00,909.0,63.05778000000001,Bloqué,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,13:00:00,6.4,1.7,72.0,5.6,4.6,6.5,997.9,16.19888,20.612779999999997,853.4315476190476,1107.0,12.289108910891109,96.0,1,0,0,0,0
10,6973,2019-11-14 14:00:00+01:00,789.0,62.617219999999996,Bloqué,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,14:00:00,6.5,2.0,73.0,5.6,4.6,6.5,997.9,16.22354934523809,19.27112,853.9077380952381,1089.0,12.289108910891109,96.0,1,0,0,0,0
11,7454,2019-11-14 15:00:00+01:00,1124.0,36.97945,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,15:00:00,6.4,2.5,76.0,5.6,4.6,6.5,997.9,16.262094285714284,19.70334,854.5446428571429,1098.0,12.289108910891109,96.0,1,0,0,0,0
12,7455,2019-11-14 16:00:00+01:00,944.0,36.96778,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,16:00:00,6.4,2.7,77.0,5.6,4.6,6.5,997.9,16.24868494047619,21.37945,854.4196428571429,1065.0,12.289108910891109,96.0,1,0,0,0,0
13,7456,2019-11-14 17:00:00+01:00,1067.0,28.09722,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,17:00:00,6.2,2.3,76.0,5.6,4.6,6.5,997.9,16.259640654761903,24.28278,854.360119047619,1056.0,12.289108910891109,96.0,1,0,0,0,0
14,6974,2019-11-14 18:00:00+01:00,1075.0,32.70445,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,18:00:00,6.0,2.5,78.0,5.6,4.6,6.5,997.9,16.28238208333333,23.53,855.3363095238095,1077.0,12.289108910891109,96.0,1,0,0,0,0
15,6975,2019-11-14 19:00:00+01:00,1256.0,33.44945,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,19:00:00,5.3,3.0,85.0,5.6,4.6,6.5,997.9,16.277170416666667,25.66722,856.3482142857143,1113.0,12.289108910891109,96.0,1,0,0,0,0
16,7457,2019-11-14 20:00:00+01:00,1167.0,31.516109999999998,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,20:00:00,5.5,3.3,86.0,5.6,4.6,6.5,997.9,16.308281607142856,23.976110000000002,857.2232142857143,1157.0,12.289108910891109,96.0,1,0,0,0,0
17,7458,2019-11-14 21:00:00+01:00,1084.0,26.665,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,21:00:00,5.2,3.5,89.0,5.6,4.6,6.5,997.9,16.30366851190476,21.099439999999998,858.0267857142857,1080.0,12.289108910891109,96.0,1,0,0,0,0
18,6976,2019-11-14 22:00:00+01:00,951.0,17.95945,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,22:00:00,4.6,3.4,92.0,5.6,4.6,6.5,997.9,16.307319285714282,14.72722,858.0922619047619,866.0,12.289108910891109,96.0,1,0,0,0,0
19,6977,2019-11-14 23:00:00+01:00,835.0,14.53611,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-14,3,46,11,2019,23:00:00,5.0,3.7,91.0,5.6,4.6,6.5,997.9,16.32356601190476,22.25889,858.7291666666666,719.0,12.289108910891109,96.0,1,0,0,0,0
20,7459,2019-11-15 00:00:00+01:00,906.0,16.035,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,00:00:00,4.7,3.7,93.0,3.1,0.6,5.0,999.2,16.31467053571428,12.268889999999999,859.2529761904761,831.0,12.289108910891109,96.0,1,0,0,0,0
21,7460,2019-11-15 01:00:00+01:00,836.0,11.23,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,01:00:00,4.6,3.7,94.0,3.1,0.6,5.0,999.2,16.334931785714282,11.288889999999999,860.1994047619048,828.0,12.289108910891109,96.0,1,0,0,0,0
22,7461,2019-11-15 02:00:00+01:00,615.0,8.88723,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,02:00:00,4.6,3.7,94.0,3.1,0.6,5.0,999.2,16.35101976190476,10.88,860.6875,664.0,12.289108910891109,96.0,1,0,0,0,0
23,6978,2019-11-15 03:00:00+01:00,519.0,6.077780000000001,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,03:00:00,4.5,3.6,94.0,3.1,0.6,5.0,999.2,16.36365202380952,6.29556,861.1755952380952,557.0,12.289108910891109,96.0,1,0,0,0,0
24,6979,2019-11-15 04:00:00+01:00,334.0,3.9211099999999997,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,04:00:00,4.4,3.5,94.0,3.1,0.6,5.0,999.2,16.36863220238095,4.018330000000001,861.6220238095239,352.0,12.289108910891109,96.0,1,0,0,0,0
25,6980,2019-11-15 05:00:00+01:00,308.0,3.32944,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,05:00:00,4.4,3.4,93.0,3.1,0.6,5.0,999.2,16.37537821428571,2.95834,861.6815476190476,279.0,12.289108910891109,96.0,1,0,0,0,0
26,6981,2019-11-15 06:00:00+01:00,445.0,4.46556,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,06:00:00,4.4,3.4,93.0,3.1,0.6,5.0,999.2,16.377296190476187,10.911669999999999,861.9255952380952,407.0,12.289108910891109,96.0,1,0,0,0,0
27,7462,2019-11-15 07:00:00+01:00,769.0,10.631110000000001,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,07:00:00,4.3,2.8,90.0,3.1,0.6,5.0,999.2,16.379197619047616,9.18556,861.8184523809524,746.0,12.289108910891109,96.0,1,0,0,0,0
28,6982,2019-11-15 08:00:00+01:00,1056.0,13.81722,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,08:00:00,4.4,3.2,92.0,3.1,0.6,5.0,999.2,16.382967440476186,13.02,862.3482142857143,1048.0,12.289108910891109,96.0,1,0,0,0,0
29,6983,2019-11-15 09:00:00+01:00,1010.0,26.8,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,09:00:00,4.1,2.6,90.0,3.1,0.6,5.0,999.2,16.389736607142854,16.671110000000002,862.2053571428571,1338.0,12.289108910891109,96.0,1,0,0,0,0
30,7463,2019-11-15 10:00:00+01:00,992.0,31.446109999999997,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,10:00:00,4.3,3.0,91.0,3.1,0.6,5.0,999.2,16.385331845238092,21.15,862.3244047619048,1292.0,12.289108910891109,96.0,1,0,0,0,0
31,6984,2019-11-15 11:00:00+01:00,1047.0,29.12,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,11:00:00,3.8,2.2,89.0,3.1,0.6,5.0,999.2,16.37432654761904,20.32167,862.2410714285714,1155.0,12.289108910891109,96.0,1,0,0,0,0
32,7464,2019-11-15 12:00:00+01:00,981.0,29.093890000000002,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,12:00:00,1.6,0.3,91.0,3.1,0.6,5.0,999.2,16.36295416666666,26.085,861.8363095238095,1129.0,12.289108910891109,96.0,1,0,0,0,0
33,7465,2019-11-15 13:00:00+01:00,902.0,37.06333,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,13:00:00,1.1,0.2,94.0,3.1,0.6,5.0,999.2,16.35395619047619,29.256109999999996,862.3541666666666,1181.0,12.289108910891109,96.0,1,0,0,0,0
34,7466,2019-11-15 14:00:00+01:00,1026.0,25.265,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,14:00:00,0.7,-0.2,94.0,3.1,0.6,5.0,999.2,16.368767738095237,24.53667,862.4494047619048,1092.0,12.289108910891109,96.0,1,0,0,0,0
35,6985,2019-11-15 15:00:00+01:00,938.0,29.785559999999997,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,15:00:00,0.6,0.0,96.0,3.1,0.6,5.0,999.2,16.382759166666663,27.738329999999998,862.1934523809524,1162.0,12.289108910891109,96.0,1,0,0,0,0
36,7467,2019-11-15 16:00:00+01:00,842.0,53.27945,Bloqué,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,16:00:00,0.7,0.1,96.0,3.1,0.6,5.0,999.2,16.387081249999998,25.97556,862.0982142857143,1099.0,12.289108910891109,96.0,1,0,0,0,0
37,6986,2019-11-15 17:00:00+01:00,1020.0,25.62889,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,17:00:00,0.6,0.0,96.0,3.1,0.6,5.0,999.2,16.414035654761904,29.710559999999997,862.5505952380952,1117.0,12.289108910891109,96.0,1,0,0,0,0
38,7468,2019-11-15 18:00:00+01:00,922.0,26.713890000000003,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,18:00:00,0.8,0.4,97.0,3.1,0.6,5.0,999.2,16.410642797619047,32.98,862.1875,1176.0,12.289108910891109,96.0,1,0,0,0,0
39,7469,2019-11-15 19:00:00+01:00,892.0,28.627779999999998,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,19:00:00,1.4,0.8,96.0,3.1,0.6,5.0,999.2,16.40415803571429,26.512220000000003,862.3125,1209.0,12.289108910891109,96.0,1,0,0,0,0
40,6987,2019-11-15 20:00:00+01:00,952.0,27.590559999999996,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,20:00:00,2.3,1.7,96.0,3.1,0.6,5.0,999.2,16.426125654761908,28.14612,861.8125,1163.0,12.289108910891109,96.0,1,0,0,0,0
41,6988,2019-11-15 21:00:00+01:00,968.0,32.34833,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,21:00:00,2.8,1.9,94.0,3.1,0.6,5.0,999.2,16.420404761904763,21.66556,861.0863095238095,1144.0,12.289108910891109,96.0,1,0,0,0,0
42,6989,2019-11-15 22:00:00+01:00,897.0,16.157220000000002,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,22:00:00,3.1,2.2,94.0,3.1,0.6,5.0,999.2,16.397091309523812,21.93722,860.4255952380952,1017.0,12.289108910891109,96.0,1,0,0,0,0
43,6990,2019-11-15 23:00:00+01:00,838.0,16.38389,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-15,4,46,11,2019,23:00:00,3.3,2.3,93.0,3.1,0.6,5.0,999.2,16.400176607142857,22.163339999999998,860.3184523809524,1003.0,12.289108910891109,96.0,1,0,0,0,0
44,6991,2019-11-16 00:00:00+01:00,861.0,14.45611,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,00:00:00,3.7,2.5,92.0,5.2,3.3,6.2,1006.1,16.375801607142858,19.80278,859.2232142857143,1103.0,12.289108910891109,96.0,1,0,0,0,0
45,6992,2019-11-16 01:00:00+01:00,870.0,14.04611,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,01:00:00,4.1,2.9,92.0,5.2,3.3,6.2,1006.1,16.32308666666667,19.76389,857.985119047619,1090.0,12.289108910891109,96.0,1,0,0,0,0
46,7470,2019-11-16 02:00:00+01:00,779.0,11.63333,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,02:00:00,4.3,3.0,91.0,5.2,3.3,6.2,1006.1,16.27642660714286,13.847220000000002,856.6815476190476,879.0,12.289108910891109,96.0,1,0,0,0,0
47,7471,2019-11-16 03:00:00+01:00,665.0,10.31445,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,03:00:00,4.3,3.3,93.0,5.2,3.3,6.2,1006.1,16.23987892857143,9.97611,855.3541666666666,745.0,12.289108910891109,96.0,1,0,0,0,0
48,6993,2019-11-16 04:00:00+01:00,545.0,7.848889999999999,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,04:00:00,4.3,3.6,95.0,5.2,3.3,6.2,1006.1,16.222785654761907,6.18889,854.7291666666666,541.0,12.289108910891109,96.0,1,0,0,0,0
49,7472,2019-11-16 05:00:00+01:00,391.0,6.21333,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,05:00:00,4.5,3.6,94.0,5.2,3.3,6.2,1006.1,16.211466190476195,5.41111,854.7291666666666,403.0,12.289108910891109,96.0,1,0,0,0,0
50,7473,2019-11-16 06:00:00+01:00,482.0,6.93,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,06:00:00,4.7,3.7,93.0,5.2,3.3,6.2,1006.1,16.20074202380953,5.0961099999999995,854.3065476190476,475.0,12.289108910891109,96.0,1,0,0,0,0
51,7474,2019-11-16 07:00:00+01:00,593.0,7.69667,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,07:00:00,4.7,3.5,92.0,5.2,3.3,6.2,1006.1,16.2010793452381,5.947780000000001,854.2410714285714,475.0,12.289108910891109,96.0,1,0,0,0,0
52,7475,2019-11-16 08:00:00+01:00,592.0,9.94334,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,08:00:00,4.8,3.5,91.0,5.2,3.3,6.2,1006.1,16.19150928571429,5.6933300000000004,853.6041666666666,546.0,12.289108910891109,96.0,1,0,0,0,0
53,7476,2019-11-16 09:00:00+01:00,681.0,10.131110000000001,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,09:00:00,5.0,3.3,89.0,5.2,3.3,6.2,1006.1,16.176334047619054,7.303889999999999,852.7410714285714,585.0,12.289108910891109,96.0,1,0,0,0,0
54,7477,2019-11-16 10:00:00+01:00,807.0,14.933329999999998,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,10:00:00,5.1,4.1,93.0,5.2,3.3,6.2,1006.1,16.13399273809524,11.785,851.360119047619,750.0,12.289108910891109,96.0,1,0,0,0,0
55,7478,2019-11-16 11:00:00+01:00,870.0,15.0,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,11:00:00,5.8,3.8,87.0,5.2,3.3,6.2,1006.1,16.151582023809528,14.42278,853.1458333333334,870.0,12.289108910891109,96.0,1,0,0,0,0
56,6994,2019-11-16 12:00:00+01:00,822.0,15.755560000000001,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,12:00:00,6.1,3.6,84.0,5.2,3.3,6.2,1006.1,16.167755952380954,18.84222,855.764880952381,941.0,12.289108910891109,96.0,1,0,0,0,0
57,7479,2019-11-16 13:00:00+01:00,836.0,14.26055,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,13:00:00,6.0,3.3,83.0,5.2,3.3,6.2,1006.1,16.18243517857143,21.10278,859.3184523809524,1006.0,12.289108910891109,96.0,1,0,0,0,0
58,7480,2019-11-16 14:00:00+01:00,809.0,17.63556,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,14:00:00,6.1,3.3,82.0,5.2,3.3,6.2,1006.1,16.2699418452381,26.362779999999997,863.0446428571429,1117.0,12.289108910891109,96.0,1,0,0,0,0
59,6995,2019-11-16 15:00:00+01:00,849.0,17.05278,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,15:00:00,6.2,3.0,80.0,5.2,3.3,6.2,1006.1,16.41131416666667,27.788890000000002,868.139880952381,1068.0,12.289108910891109,96.0,1,0,0,0,0
60,7481,2019-11-16 16:00:00+01:00,938.0,26.731109999999997,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,16:00:00,6.0,3.0,81.0,5.2,3.3,6.2,1006.1,16.496806904761907,27.50778,872.4017857142857,1143.0,12.289108910891109,96.0,1,0,0,0,0
61,7482,2019-11-16 17:00:00+01:00,937.0,23.29389,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,17:00:00,5.8,3.0,82.0,5.2,3.3,6.2,1006.1,16.609214345238097,31.24056,875.8244047619048,1169.0,12.289108910891109,96.0,1,0,0,0,0
62,6996,2019-11-16 18:00:00+01:00,954.0,31.223329999999997,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,18:00:00,5.8,3.0,82.0,5.2,3.3,6.2,1006.1,16.572233511904766,29.465559999999996,877.5505952380952,1075.0,12.289108910891109,96.0,1,0,0,0,0
63,7483,2019-11-16 19:00:00+01:00,983.0,21.40278,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,19:00:00,5.8,3.0,82.0,5.2,3.3,6.2,1006.1,16.626830059523815,27.11556,878.485119047619,1068.0,12.289108910891109,96.0,1,0,0,0,0
64,6997,2019-11-16 20:00:00+01:00,1016.0,25.67834,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,20:00:00,5.9,3.1,82.0,5.2,3.3,6.2,1006.1,16.663060238095245,31.476670000000002,879.0803571428571,1035.0,12.289108910891109,96.0,1,0,0,0,0
65,7484,2019-11-16 21:00:00+01:00,901.0,37.53889,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,21:00:00,5.8,3.1,83.0,5.2,3.3,6.2,1006.1,16.73286845238096,25.83222,879.9970238095239,1001.0,12.289108910891109,96.0,1,0,0,0,0
66,6998,2019-11-16 22:00:00+01:00,964.0,30.08445,Saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,22:00:00,5.6,3.4,86.0,5.2,3.3,6.2,1006.1,16.807706428571436,23.37667,881.1755952380952,941.0,12.289108910891109,96.0,1,0,0,0,0
67,6999,2019-11-16 23:00:00+01:00,958.0,25.41333,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-16,5,46,11,2019,23:00:00,5.6,3.3,85.0,5.2,3.3,6.2,1006.1,16.86794125000001,21.31111,882.4791666666666,938.0,12.289108910891109,96.0,1,0,0,0,0
68,7485,2019-11-17 00:00:00+01:00,1065.0,25.34,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,00:00:00,5.5,3.2,85.0,5.6,3.4,8.6,1010.4,16.916952500000008,15.485560000000001,884.5565476190476,914.0,12.289108910891109,96.0,1,0,0,0,0
69,7000,2019-11-17 01:00:00+01:00,900.0,26.88445,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,01:00:00,5.2,3.4,88.0,5.6,3.4,8.6,1010.4,16.94374148809524,12.27223,886.110119047619,903.0,12.289108910891109,96.0,1,0,0,0,0
70,7486,2019-11-17 02:00:00+01:00,955.0,21.09111,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,02:00:00,5.2,3.5,89.0,5.6,3.4,8.6,1010.4,16.970897559523817,9.81889,888.1220238095239,798.0,12.289108910891109,96.0,1,0,0,0,0
71,7487,2019-11-17 03:00:00+01:00,902.0,18.50389,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,03:00:00,5.2,3.4,88.0,5.6,3.4,8.6,1010.4,17.002369107142865,7.29333,889.9970238095239,682.0,12.289108910891109,96.0,1,0,0,0,0
72,7001,2019-11-17 04:00:00+01:00,728.0,10.445,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,04:00:00,4.8,3.1,89.0,5.6,3.4,8.6,1010.4,17.023721607142864,5.6,891.4375,574.0,12.289108910891109,96.0,1,0,0,0,0
73,7002,2019-11-17 05:00:00+01:00,566.0,6.86945,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,05:00:00,4.8,3.1,89.0,5.6,3.4,8.6,1010.4,17.046863154761912,4.151669999999999,892.0863095238095,463.0,12.289108910891109,96.0,1,0,0,0,0
74,7003,2019-11-17 06:00:00+01:00,540.0,6.795560000000001,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,06:00:00,4.7,2.9,88.0,5.6,3.4,8.6,1010.4,17.063827440476196,3.53389,892.1755952380952,417.0,12.289108910891109,96.0,1,0,0,0,0
75,7004,2019-11-17 07:00:00+01:00,518.0,6.15944,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,07:00:00,4.7,3.2,90.0,5.6,3.4,8.6,1010.4,17.05392333333334,3.50834,891.4970238095239,431.0,12.289108910891109,96.0,1,0,0,0,0
76,7488,2019-11-17 08:00:00+01:00,481.0,6.42556,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,08:00:00,4.4,3.1,91.0,5.6,3.4,8.6,1010.4,17.014148214285722,2.95834,888.2053571428571,384.0,12.289108910891109,96.0,1,0,0,0,0
77,7005,2019-11-17 09:00:00+01:00,467.0,7.72167,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,09:00:00,4.5,2.7,88.0,5.6,3.4,8.6,1010.4,16.936231547619055,3.78445,882.1815476190476,404.0,12.289108910891109,96.0,1,0,0,0,0
78,7006,2019-11-17 10:00:00+01:00,789.0,12.940560000000001,Fluide,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,10:00:00,5.1,2.8,85.0,5.6,3.4,8.6,1010.4,16.815930595238104,6.40444,874.9970238095239,549.0,12.289108910891109,96.0,1,0,0,0,0
79,7489,2019-11-17 11:00:00+01:00,914.0,15.29445,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,11:00:00,6.2,3.5,83.0,5.6,3.4,8.6,1010.4,16.693701785714296,9.84167,868.735119047619,711.0,12.289108910891109,96.0,1,0,0,0,0
80,7490,2019-11-17 12:00:00+01:00,954.0,19.226110000000002,Pré-saturé,Av_Champs_Elysees-Washington,Av_Champs_Elysees-Berri,2019-11-17,6,46,11,2019,12:00:00,8.1,3.2,71.0,5.6,3.4,8.6,1010.4,16.618966309523817,13.68278,863.0625,867.0,12.289108910891109,96.0,1,0,0,0,0
