,name,features,target,street,mse_tot,mse_first,min_samples_leaf,path
0,2020-12-10 15_26_11,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_debit_horaire_past_week', 'taux_occupation_sae']",Débit horaire,sts,34052.25146593346,6301.797738283594,8,/content/drive/My Drive/Hackathon_BCG_final/sts/Débit horaire/2020-12-10 15_26_11
